timestamp_s,real_min,sim_hour,session_state,ac_voltage_v,pack_voltage_v,charge_current_a,charge_power_kw,soc_pct,pack_temp_c,connector_temp_c,connector_wear_pct,pilot_duty_pct,line_freq_hz,line_noise_v,dI_dt_a_per_s,anomaly_label,anomaly_score_0_1
0.55,0.0092,0.0092,CC_CV_CHARGING,239.359,297.696,1.18,0.274,0.076,24.64,25.355,0.0,10.0,59.9762,-0.762,3.919,NONE,0.0349
0.6,0.01,0.01,CC_CV_CHARGING,239.442,298.566,1.263,0.293,0.083,25.121,25.399,0.0,10.0,59.9994,-0.419,1.649,NONE,0.0099
0.65,0.0108,0.0108,CC_CV_CHARGING,240.208,297.511,1.224,0.285,0.09,24.908,25.414,0.0,10.0,60.0032,0.172,-0.776,NONE,0.0196
0.7,0.0117,0.0117,CC_CV_CHARGING,239.415,297.489,1.723,0.4,0.097,24.602,25.392,0.0,10.0,60.0168,-0.583,9.976,NONE,0.0456
0.75,0.0125,0.0125,CC_CV_CHARGING,240.168,298.348,1.623,0.378,0.104,25.399,25.507,0.0,10.0,60.0256,0.076,-1.983,NONE,0.0006
0.8,0.0133,0.0133,CC_CV_CHARGING,239.851,298.002,1.86,0.433,0.111,25.118,25.617,0.0,10.0,59.9824,-0.285,4.733,NONE,0.0226
0.85,0.0142,0.0142,CC_CV_CHARGING,240.462,298.191,1.358,0.317,0.118,24.422,25.727,0.0,10.0,59.9275,0.433,-10.05,NONE,0.0722
0.9,0.015,0.015,CC_CV_CHARGING,239.366,297.144,1.618,0.376,0.125,24.667,25.75,0.0,10.0,59.9962,-0.565,5.212,NONE,0.0526
0.95,0.0158,0.0158,CC_CV_CHARGING,240.051,298.149,1.728,0.402,0.132,24.974,25.681,0.0,10.0,60.0412,0.027,2.201,NONE,0.0292
1.0,0.0167,0.0167,CC_CV_CHARGING,239.903,298.288,2.139,0.498,0.139,25.115,25.607,0.0,10.0,60.0402,-0.041,8.219,NONE,0.0265
1.05,0.0175,0.0175,CC_CV_CHARGING,240.59,298.004,2.11,0.492,0.146,25.183,25.499,0.0,10.0,60.0024,0.552,-0.576,NONE,0.0059
1.1,0.0183,0.0183,CC_CV_CHARGING,240.22,298.239,2.427,0.565,0.153,24.943,25.379,0.0,10.0,59.9257,0.378,6.33,NONE,0.0194
1.15,0.0192,0.0192,CC_CV_CHARGING,240.077,297.945,2.153,0.501,0.16,24.511,25.395,0.0,10.0,59.9481,0.157,-5.473,NONE,0.0409
1.2,0.02,0.02,CC_CV_CHARGING,239.791,297.994,2.323,0.54,0.167,24.918,25.367,0.0,10.0,59.9675,-0.233,3.386,NONE,0.0158
1.25,0.0208,0.0208,CC_CV_CHARGING,239.553,297.813,2.186,0.508,0.174,24.637,25.301,0.0,10.0,60.0178,-0.428,-2.726,NONE,0.0258
1.3,0.0217,0.0217,CC_CV_CHARGING,239.961,297.553,2.51,0.584,0.181,25.198,25.405,0.0,10.0,60.0224,-0.101,6.478,NONE,0.0083
1.35,0.0225,0.0225,CC_CV_CHARGING,239.958,297.431,2.441,0.568,0.188,24.829,25.363,0.0,10.0,59.9582,0.037,-1.385,NONE,0.0162
1.4,0.0233,0.0233,CC_CV_CHARGING,239.859,298.071,3.03,0.705,0.194,24.845,25.452,0.001,10.0,60.0419,-0.114,11.792,NONE,0.0334
1.45,0.0242,0.0242,CC_CV_CHARGING,239.733,297.63,2.697,0.627,0.201,24.965,25.541,0.001,10.0,60.0209,-0.231,-6.676,NONE,0.0254
1.5,0.025,0.025,CC_CV_CHARGING,240.486,298.22,3.143,0.733,0.208,24.961,25.587,0.001,10.0,60.0022,0.532,8.93,NONE,0.0292
1.55,0.0258,0.0258,CC_CV_CHARGING,240.203,298.217,3.098,0.722,0.215,25.279,25.575,0.001,10.0,60.0057,0.019,-0.903,NONE,0.0008
1.6,0.0267,0.0267,CC_CV_CHARGING,239.984,297.667,3.194,0.743,0.222,25.049,25.562,0.001,10.0,60.0115,-0.105,1.913,NONE,0.0124
1.65,0.0275,0.0275,CC_CV_CHARGING,239.293,298.512,3.192,0.741,0.229,25.182,25.438,0.001,10.0,60.0477,-0.692,-0.036,NONE,0.0
1.7,0.0283,0.0283,CC_CV_CHARGING,239.824,298.079,3.246,0.755,0.236,24.824,25.316,0.001,10.0,59.9893,-0.171,1.073,NONE,0.0098
1.75,0.0292,0.0292,CC_CV_CHARGING,239.502,298.44,3.342,0.776,0.243,24.85,25.392,0.001,10.0,60.0291,-0.512,1.937,NONE,0.0131
1.8,0.03,0.03,CC_CV_CHARGING,240.093,297.935,3.578,0.833,0.25,25.521,25.475,0.001,10.0,59.998,0.069,4.712,NONE,0.0
1.85,0.0308,0.0308,CC_CV_CHARGING,239.804,298.553,3.739,0.87,0.257,25.222,25.5,0.001,10.0,59.9749,-0.17,3.223,NONE,0.0006
1.9,0.0317,0.0317,CC_CV_CHARGING,240.091,298.196,3.592,0.837,0.264,25.46,25.513,0.001,10.0,60.0008,0.025,-2.94,NONE,0.0
1.95,0.0325,0.0325,CC_CV_CHARGING,239.748,298.5,3.94,0.916,0.271,25.59,25.677,0.001,10.0,60.0242,-0.294,6.964,NONE,0.0
2.0,0.0333,0.0333,CC_CV_CHARGING,239.783,298.452,4.149,0.965,0.278,25.466,25.711,0.001,10.372,60.0354,-0.253,4.17,NONE,0.0
2.05,0.0342,0.0342,CC_CV_CHARGING,239.711,298.948,3.99,0.928,0.285,25.081,25.802,0.001,10.0,59.9915,-0.334,-3.184,NONE,0.0206
2.1,0.035,0.035,CC_CV_CHARGING,240.268,297.996,4.119,0.96,0.292,25.265,25.813,0.001,10.298,59.9592,0.257,2.586,NONE,0.0107
2.15,0.0358,0.0358,CC_CV_CHARGING,240.398,298.189,4.221,0.984,0.299,25.373,25.846,0.001,10.552,59.9983,0.235,2.037,NONE,0.0057
2.2,0.0367,0.0367,CC_CV_CHARGING,239.781,298.669,4.407,1.025,0.306,25.226,25.77,0.001,11.017,59.9983,-0.071,3.717,NONE,0.0109
2.25,0.0375,0.0375,CC_CV_CHARGING,240.358,298.167,4.277,0.997,0.312,24.983,25.823,0.001,10.694,60.0767,0.356,-2.587,NONE,0.0239
2.3,0.0383,0.0383,CC_CV_CHARGING,239.522,298.337,4.453,1.035,0.319,25.315,25.852,0.001,11.133,60.0418,-0.369,3.514,NONE,0.01
2.35,0.0392,0.0392,CC_CV_CHARGING,240.35,298.465,4.581,1.068,0.326,25.407,25.953,0.001,11.451,60.0341,0.386,2.549,NONE,0.0083
2.4,0.04,0.04,CC_CV_CHARGING,239.73,298.124,4.86,1.13,0.333,25.693,25.965,0.001,12.151,59.9742,-0.325,5.597,NONE,0.0
2.45,0.0408,0.0408,CC_CV_CHARGING,239.706,298.392,4.592,1.068,0.34,25.436,26.061,0.002,11.481,59.996,-0.28,-5.358,NONE,0.0165
2.5,0.0417,0.0417,CC_CV_CHARGING,240.397,298.405,4.785,1.116,0.347,25.551,26.038,0.002,11.963,60.0254,0.335,3.857,NONE,0.0065
2.55,0.0425,0.0425,CC_CV_CHARGING,239.933,297.704,4.936,1.149,0.354,25.529,26.081,0.002,12.341,59.9798,0.017,3.021,NONE,0.0076
2.6,0.0433,0.0433,CC_CV_CHARGING,240.127,298.195,4.948,1.152,0.361,25.488,26.061,0.002,12.371,60.0076,0.054,0.238,NONE,0.0041
2.65,0.0442,0.0442,CC_CV_CHARGING,240.381,298.018,5.077,1.184,0.368,25.902,26.162,0.002,12.692,60.0262,0.206,2.571,NONE,0.0
2.7,0.045,0.045,CC_CV_CHARGING,239.589,298.395,5.2,1.208,0.375,26.059,26.232,0.002,12.999,60.0101,-0.264,2.454,NONE,0.0
2.75,0.0458,0.0458,CC_CV_CHARGING,239.801,298.284,5.444,1.266,0.382,25.849,26.265,0.002,13.61,59.9684,-0.119,4.887,NONE,0.0016
2.8,0.0467,0.0467,CC_CV_CHARGING,240.437,298.651,5.667,1.322,0.389,25.638,26.312,0.002,14.168,59.9713,0.354,4.468,NONE,0.0123
2.85,0.0475,0.0475,CC_CV_CHARGING,240.47,297.931,5.353,1.249,0.396,25.554,26.273,0.002,13.383,59.9546,0.416,-6.281,NONE,0.0189
2.9,0.0483,0.0483,CC_CV_CHARGING,240.017,298.212,5.613,1.307,0.403,25.947,26.279,0.002,14.031,59.906,0.112,5.185,NONE,0.0
2.95,0.0492,0.0492,CC_CV_CHARGING,240.319,297.97,5.819,1.356,0.41,25.851,26.328,0.002,14.547,59.9637,0.403,4.125,NONE,0.0016
3.0,0.05,0.05,CC_CV_CHARGING,240.121,298.884,5.354,1.247,0.417,25.453,26.311,0.002,13.386,59.9811,0.106,-9.291,NONE,0.0304
3.05,0.0508,0.0508,CC_CV_CHARGING,240.061,298.663,5.76,1.341,0.424,25.353,26.254,0.002,14.401,59.9725,0.007,8.12,NONE,0.0286
3.1,0.0517,0.0517,CC_CV_CHARGING,239.679,299.096,6.022,1.4,0.431,25.683,26.406,0.002,15.055,60.0401,-0.43,5.233,NONE,0.0142
3.15,0.0525,0.0525,CC_CV_CHARGING,239.892,298.69,6.037,1.405,0.438,25.696,26.36,0.002,15.092,60.029,-0.076,0.3,NONE,0.0034
3.2,0.0533,0.0533,CC_CV_CHARGING,240.298,298.799,6.149,1.433,0.444,25.831,26.451,0.003,15.373,59.9918,0.258,2.249,NONE,0.0038
3.25,0.0542,0.0542,CC_CV_CHARGING,240.023,298.51,6.209,1.445,0.451,25.762,26.346,0.003,15.523,59.9776,-0.063,1.201,NONE,0.0001
3.3,0.055,0.055,CC_CV_CHARGING,239.857,298.639,6.472,1.506,0.458,26.166,26.304,0.003,16.18,60.0168,-0.127,5.252,NONE,0.0
3.35,0.0558,0.0558,CC_CV_CHARGING,239.796,297.666,6.297,1.464,0.465,25.481,26.341,0.003,15.742,60.0101,-0.327,-3.507,NONE,0.0167
3.4,0.0567,0.0567,CC_CV_CHARGING,240.033,298.414,6.458,1.503,0.472,25.782,26.234,0.003,16.145,60.0379,0.013,3.23,NONE,0.0
3.45,0.0575,0.0575,CC_CV_CHARGING,239.56,297.892,6.279,1.459,0.479,25.789,26.117,0.003,15.697,59.991,-0.462,-3.584,NONE,0.0
3.5,0.0583,0.0583,CC_CV_CHARGING,240.287,298.776,6.512,1.518,0.486,25.738,26.046,0.003,16.279,60.0391,0.235,4.658,NONE,0.0
3.55,0.0592,0.0592,CC_CV_CHARGING,240.072,299.417,6.752,1.572,0.493,26.162,26.127,0.003,16.88,60.0136,0.024,4.801,NONE,0.0
3.6,0.06,0.06,CC_CV_CHARGING,240.092,298.294,6.875,1.601,0.5,25.705,26.081,0.003,17.186,59.9959,0.169,2.455,NONE,0.0
3.65,0.0608,0.0608,CC_CV_CHARGING,239.759,298.626,7.143,1.661,0.507,25.844,26.279,0.003,17.857,59.9894,-0.342,5.363,NONE,0.0
3.7,0.0617,0.0617,CC_CV_CHARGING,239.811,298.306,7.018,1.632,0.514,25.714,26.356,0.003,17.546,60.0093,-0.23,-2.49,NONE,0.0012
3.75,0.0625,0.0625,CC_CV_CHARGING,240.224,298.715,7.257,1.691,0.521,26.153,26.37,0.003,18.142,59.9551,0.249,4.774,NONE,0.0
3.8,0.0633,0.0633,CC_CV_CHARGING,240.019,298.527,7.146,1.663,0.528,26.511,26.426,0.004,17.864,60.0192,0.007,-2.225,NONE,0.0
3.85,0.0642,0.0642,CC_CV_CHARGING,240.355,298.777,7.239,1.687,0.535,25.978,26.344,0.004,18.096,60.0116,0.249,1.858,NONE,0.0
3.9,0.065,0.065,CC_CV_CHARGING,240.092,298.137,7.419,1.728,0.542,25.567,26.448,0.004,18.548,59.9708,0.042,3.61,NONE,0.0124
3.95,0.0658,0.0658,CC_CV_CHARGING,239.827,298.14,7.734,1.799,0.549,26.034,26.545,0.004,19.334,60.0392,-0.055,6.29,NONE,0.0
4.0,0.0667,0.0667,CC_CV_CHARGING,240.776,298.084,7.647,1.786,0.556,26.18,26.616,0.004,19.117,60.0484,0.776,-1.74,NONE,0.0
4.05,0.0675,0.0675,CC_CV_CHARGING,240.321,298.489,7.741,1.804,0.562,26.156,26.64,0.004,19.354,60.0432,0.278,1.897,NONE,0.0
4.1,0.0683,0.0683,CC_CV_CHARGING,239.413,298.833,7.608,1.766,0.569,26.406,26.624,0.004,19.02,60.0143,-0.658,-2.673,NONE,0.0
4.15,0.0692,0.0692,CC_CV_CHARGING,239.581,298.688,7.835,1.82,0.576,26.071,26.556,0.004,19.587,60.0306,-0.273,4.539,NONE,0.0
4.2,0.07,0.07,CC_CV_CHARGING,239.607,298.467,7.693,1.788,0.583,26.217,26.534,0.004,19.232,60.0203,-0.349,-2.84,NONE,0.0
4.25,0.0708,0.0708,CC_CV_CHARGING,239.666,298.639,8.266,1.921,0.59,26.13,26.691,0.004,20.665,60.0356,-0.219,11.463,NONE,0.0056
4.3,0.0717,0.0717,CC_CV_CHARGING,240.112,299.464,8.093,1.885,0.597,26.512,26.662,0.005,20.233,59.9959,0.037,-3.458,NONE,0.0
4.35,0.0725,0.0725,CC_CV_CHARGING,240.189,298.634,8.146,1.898,0.604,25.765,26.791,0.005,20.366,59.986,0.304,1.065,NONE,0.0119
4.4,0.0733,0.0733,CC_CV_CHARGING,240.14,298.859,7.956,1.853,0.611,26.137,26.949,0.005,19.889,59.9623,0.137,-3.814,NONE,0.0069
4.45,0.0742,0.0742,CC_CV_CHARGING,239.58,298.833,8.262,1.92,0.618,26.297,27.006,0.005,20.656,59.9989,-0.517,6.134,NONE,0.0042
4.5,0.075,0.075,CC_CV_CHARGING,239.774,298.014,8.592,1.998,0.625,26.324,27.164,0.005,21.48,59.9574,-0.088,6.593,NONE,0.0096
4.55,0.0758,0.0758,CC_CV_CHARGING,239.823,298.978,8.312,1.933,0.632,26.203,27.05,0.005,20.779,60.0331,-0.14,-5.609,NONE,0.0097
4.6,0.0767,0.0767,CC_CV_CHARGING,240.154,298.123,8.603,2.004,0.639,25.91,26.902,0.005,21.508,59.9923,0.204,5.834,NONE,0.0157
4.65,0.0775,0.0775,CC_CV_CHARGING,240.249,298.237,8.844,2.061,0.646,26.486,26.966,0.005,22.109,59.9944,0.256,4.808,NONE,0.0
4.7,0.0783,0.0783,CC_CV_CHARGING,239.824,298.541,8.809,2.049,0.653,26.185,27.011,0.005,22.023,59.9792,-0.258,-0.687,NONE,0.0
4.75,0.0792,0.0792,CC_CV_CHARGING,240.349,297.596,8.739,2.037,0.66,26.205,26.923,0.005,21.847,59.9697,0.445,-1.411,NONE,0.0
4.8,0.08,0.08,CC_CV_CHARGING,239.855,297.964,8.774,2.041,0.667,26.368,26.982,0.006,21.935,60.0136,-0.15,0.708,NONE,0.0
4.85,0.0808,0.0808,CC_CV_CHARGING,240.171,298.961,8.849,2.061,0.674,26.46,27.011,0.006,22.123,59.9729,0.238,1.501,NONE,0.0
4.9,0.0817,0.0817,CC_CV_CHARGING,240.095,298.23,9.271,2.159,0.681,26.353,27.032,0.006,23.177,60.0294,0.007,8.433,NONE,0.0016
4.95,0.0825,0.0825,CC_CV_CHARGING,240.161,298.148,9.12,2.124,0.688,26.267,26.949,0.006,22.8,59.9873,0.207,-3.016,NONE,0.0
5.0,0.0833,0.0833,CC_CV_CHARGING,239.749,297.856,9.365,2.178,0.694,26.214,27.131,0.006,23.414,59.9338,-0.251,4.91,NONE,0.0069
5.05,0.0842,0.0842,CC_CV_CHARGING,240.273,298.563,9.36,2.181,0.701,26.46,27.124,0.006,23.399,60.0268,0.187,-0.118,NONE,0.0
5.1,0.085,0.085,CC_CV_CHARGING,240.051,298.948,9.174,2.136,0.708,26.537,27.223,0.006,22.934,60.0309,0.117,-3.72,NONE,0.0
5.15,0.0858,0.0858,CC_CV_CHARGING,240.67,299.372,9.418,2.198,0.715,26.33,27.217,0.006,23.545,59.9748,0.535,4.892,NONE,0.0052
5.2,0.0867,0.0867,CC_CV_CHARGING,240.051,298.4,9.568,2.227,0.722,25.984,27.252,0.007,23.92,60.0001,0.112,3.0,NONE,0.0198
5.25,0.0875,0.0875,CC_CV_CHARGING,240.035,299.421,9.708,2.26,0.729,26.698,27.358,0.007,24.27,60.0451,0.03,2.797,NONE,0.0
5.3,0.0883,0.0883,CC_CV_CHARGING,240.5,298.829,9.524,2.221,0.736,26.612,27.514,0.007,23.81,59.9784,0.433,-3.675,NONE,0.0035
5.35,0.0892,0.0892,CC_CV_CHARGING,239.499,298.553,9.438,2.192,0.743,26.523,27.514,0.007,23.595,59.9665,-0.526,-1.724,NONE,0.005
5.4,0.09,0.09,CC_CV_CHARGING,239.9,299.202,9.898,2.303,0.75,26.489,27.559,0.007,24.746,60.0114,-0.109,9.206,NONE,0.0186
5.45,0.0908,0.0908,CC_CV_CHARGING,239.64,298.78,9.576,2.225,0.757,26.538,27.472,0.007,23.94,59.9844,-0.416,-6.449,NONE,0.0092
5.5,0.0917,0.0917,CC_CV_CHARGING,240.192,299.707,10.011,2.332,0.764,26.703,27.502,0.007,25.029,59.9722,0.145,8.712,NONE,0.0043
5.55,0.0925,0.0925,CC_CV_CHARGING,239.948,298.314,9.994,2.325,0.771,26.549,27.524,0.007,24.984,60.0338,-0.071,-0.358,NONE,0.0
5.6,0.0933,0.0933,CC_CV_CHARGING,240.352,299.158,10.145,2.365,0.778,26.545,27.474,0.007,25.362,59.9911,0.421,3.023,NONE,0.0008
5.65,0.0942,0.0942,CC_CV_CHARGING,239.869,298.952,10.175,2.367,0.785,26.598,27.472,0.008,25.438,60.0033,-0.166,0.611,NONE,0.0
5.7,0.095,0.095,CC_CV_CHARGING,240.357,299.089,10.421,2.429,0.792,26.61,27.589,0.008,26.052,59.9878,0.219,4.908,NONE,0.0048
5.75,0.0958,0.0958,CC_CV_CHARGING,240.07,298.72,10.164,2.366,0.799,26.974,27.653,0.008,25.411,59.9582,0.155,-5.125,NONE,0.0
5.8,0.0967,0.0967,CC_CV_CHARGING,239.91,299.177,10.509,2.445,0.806,26.75,27.617,0.008,26.273,59.9925,-0.0,6.896,NONE,0.0022
5.85,0.0975,0.0975,CC_CV_CHARGING,239.872,299.17,10.512,2.445,0.812,26.494,27.596,0.008,26.279,60.0417,-0.056,0.05,NONE,0.0026
5.9,0.0983,0.0983,CC_CV_CHARGING,240.565,299.368,10.456,2.439,0.819,26.598,27.469,0.008,26.141,60.0494,0.488,-1.11,NONE,0.0
5.95,0.0992,0.0992,CC_CV_CHARGING,239.948,298.553,10.503,2.444,0.826,26.79,27.499,0.008,26.257,60.0214,-0.106,0.929,NONE,0.0
6.0,0.1,0.1,CC_CV_CHARGING,240.117,298.343,10.622,2.473,0.833,26.813,27.523,0.009,26.555,60.0182,0.156,2.385,NONE,0.0
6.05,0.1008,0.1008,CC_CV_CHARGING,239.521,299.618,10.551,2.451,0.84,26.55,27.521,0.009,26.377,59.9827,-0.411,-1.421,NONE,0.0
6.1,0.1017,0.1017,CC_CV_CHARGING,240.3,298.608,10.727,2.5,0.847,26.625,27.574,0.009,26.817,59.9683,0.276,3.522,NONE,0.0
6.15,0.1025,0.1025,CC_CV_CHARGING,240.44,299.895,11.099,2.588,0.854,26.667,27.633,0.009,27.748,60.0055,0.543,7.441,NONE,0.0051
6.2,0.1033,0.1033,CC_CV_CHARGING,240.06,298.34,10.786,2.511,0.861,26.367,27.754,0.009,26.964,60.0054,0.241,-6.265,NONE,0.0249
6.25,0.1042,0.1042,CC_CV_CHARGING,240.65,298.989,11.045,2.577,0.868,27.094,27.733,0.009,27.611,60.0059,0.733,5.175,NONE,0.0
6.3,0.105,0.105,CC_CV_CHARGING,239.955,298.53,11.092,2.581,0.875,26.97,27.637,0.009,27.729,60.0069,0.058,0.94,NONE,0.0
6.35,0.1058,0.1058,CC_CV_CHARGING,239.504,298.51,11.549,2.682,0.882,26.572,27.635,0.009,28.872,60.0195,-0.562,9.145,NONE,0.0103
6.4,0.1067,0.1067,CC_CV_CHARGING,240.247,298.876,11.343,2.643,0.889,27.117,27.799,0.01,28.358,59.9806,0.266,-4.113,NONE,0.0
6.45,0.1075,0.1075,CC_CV_CHARGING,239.851,298.992,11.408,2.653,0.896,27.209,27.931,0.01,28.521,60.0364,-0.153,1.306,NONE,0.0
6.5,0.1083,0.1083,CC_CV_CHARGING,239.419,299.117,11.33,2.631,0.903,26.902,27.96,0.01,28.325,60.0255,-0.534,-1.569,NONE,0.0
6.55,0.1092,0.1092,CC_CV_CHARGING,239.893,298.772,11.403,2.653,0.91,26.833,28.007,0.01,28.507,60.0389,-0.22,1.456,NONE,0.004
6.6,0.11,0.11,CC_CV_CHARGING,239.914,298.933,11.507,2.677,0.917,26.655,27.998,0.01,28.768,59.9738,-0.123,2.09,NONE,0.0126
6.65,0.1108,0.1108,CC_CV_CHARGING,240.205,299.295,11.75,2.737,0.924,27.129,28.09,0.01,29.374,60.0376,0.176,4.846,NONE,0.0
6.7,0.1117,0.1117,CC_CV_CHARGING,239.824,298.954,11.727,2.727,0.931,27.093,28.28,0.01,29.316,60.0,-0.323,-0.461,NONE,0.0015
6.75,0.1125,0.1125,CC_CV_CHARGING,239.837,298.638,11.939,2.777,0.938,27.421,28.295,0.011,29.848,60.0035,-0.211,4.253,NONE,0.0
6.8,0.1133,0.1133,CC_CV_CHARGING,239.692,298.917,11.704,2.72,0.944,26.756,28.308,0.011,29.261,59.983,-0.4,-4.7,NONE,0.0259
6.85,0.1142,0.1142,CC_CV_CHARGING,240.187,299.324,12.09,2.816,0.951,27.16,28.345,0.011,30.224,59.9853,0.121,7.71,NONE,0.0112
6.9,0.115,0.115,CC_CV_CHARGING,240.41,298.576,12.009,2.8,0.958,26.855,28.283,0.011,30.023,59.9996,0.415,-1.609,NONE,0.0135
6.95,0.1158,0.1158,CC_CV_CHARGING,240.419,299.238,12.32,2.872,0.965,26.744,28.411,0.011,30.801,60.0511,0.39,6.22,NONE,0.0309
7.0,0.1167,0.1167,CC_CV_CHARGING,240.108,299.463,12.025,2.8,0.972,26.839,28.379,0.011,30.061,60.0582,-0.034,-5.914,NONE,0.0257
7.05,0.1175,0.1175,CC_CV_CHARGING,240.361,298.879,12.21,2.846,0.979,27.153,28.4,0.012,30.526,59.9694,0.263,3.713,NONE,0.0072
7.1,0.1183,0.1183,CC_CV_CHARGING,239.893,299.652,12.364,2.876,0.986,26.832,28.259,0.012,30.909,60.0219,0.063,3.069,NONE,0.0141
7.15,0.1192,0.1192,CC_CV_CHARGING,240.074,299.389,12.452,2.899,0.993,26.918,28.172,0.012,31.13,59.9834,0.06,1.764,NONE,0.0033
7.2,0.12,0.12,CC_CV_CHARGING,239.884,298.678,12.342,2.871,1.0,27.353,28.291,0.012,30.854,60.0557,-0.044,-2.203,NONE,0.0
7.25,0.1208,0.1208,CC_CV_CHARGING,240.732,298.905,12.686,2.961,1.007,27.196,28.29,0.012,31.715,60.0004,0.74,6.888,NONE,0.0027
7.3,0.1217,0.1217,CC_CV_CHARGING,240.427,298.856,12.448,2.902,1.014,27.041,28.373,0.012,31.119,60.0189,0.269,-4.771,NONE,0.0119
7.35,0.1225,0.1225,CC_CV_CHARGING,239.679,299.138,12.72,2.956,1.021,27.396,28.381,0.012,31.8,60.0216,-0.293,5.447,NONE,0.0
7.4,0.1233,0.1233,CC_CV_CHARGING,239.882,298.895,12.689,2.952,1.028,27.547,28.445,0.013,31.722,60.0238,-0.119,-0.623,NONE,0.0
7.45,0.1242,0.1242,CC_CV_CHARGING,239.596,299.519,12.932,3.004,1.035,27.139,28.582,0.013,32.329,59.97,-0.305,4.859,NONE,0.015
7.5,0.125,0.125,CC_CV_CHARGING,240.537,299.516,12.893,3.007,1.042,27.495,28.688,0.013,32.233,60.0208,0.481,-0.771,NONE,0.0
7.55,0.1258,0.1258,CC_CV_CHARGING,239.74,299.24,12.834,2.984,1.049,27.049,28.783,0.013,32.085,60.0169,-0.287,-1.181,NONE,0.0236
7.6,0.1267,0.1267,CC_CV_CHARGING,239.749,299.097,13.151,3.057,1.056,27.187,28.778,0.013,32.878,59.9767,-0.241,6.343,NONE,0.0235
7.65,0.1275,0.1275,CC_CV_CHARGING,239.905,299.461,13.339,3.103,1.062,27.23,28.838,0.013,33.348,59.9869,0.095,3.758,NONE,0.0193
7.7,0.1283,0.1283,CC_CV_CHARGING,240.07,299.147,13.122,3.055,1.069,27.43,28.796,0.014,32.806,60.0162,0.119,-4.337,NONE,0.0096
7.75,0.1292,0.1292,CC_CV_CHARGING,240.143,299.296,13.184,3.07,1.076,27.203,28.732,0.014,32.96,60.0459,0.094,1.234,NONE,0.0121
7.8,0.13,0.13,CC_CV_CHARGING,240.236,299.238,13.167,3.067,1.083,27.259,28.735,0.014,32.919,60.0063,0.32,-0.331,NONE,0.0082
7.85,0.1308,0.1308,CC_CV_CHARGING,239.813,299.534,13.238,3.078,1.09,27.44,28.66,0.014,33.094,60.0153,-0.187,1.402,NONE,0.0
7.9,0.1317,0.1317,CC_CV_CHARGING,239.715,299.017,13.757,3.198,1.097,27.461,28.787,0.014,34.393,59.9998,-0.231,10.389,NONE,0.0143
7.95,0.1325,0.1325,CC_CV_CHARGING,240.325,297.911,13.43,3.13,1.104,26.997,28.828,0.014,33.576,59.99,0.289,-6.531,NONE,0.0339
8.0,0.1333,0.1333,CC_CV_CHARGING,240.209,299.541,13.587,3.165,1.111,27.261,28.896,0.015,33.967,60.027,0.276,3.125,NONE,0.0183
8.05,0.1342,0.1342,CC_CV_CHARGING,240.071,299.197,13.47,3.136,1.118,27.284,28.81,0.015,33.674,60.0101,0.121,-2.343,NONE,0.0124
8.1,0.135,0.135,CC_CV_CHARGING,240.159,299.485,13.614,3.17,1.125,26.954,28.754,0.015,34.034,59.9585,0.236,2.883,NONE,0.0257
