timestamp_s,real_min,sim_hour,session_state,ac_voltage_v,pack_voltage_v,charge_current_a,charge_power_kw,soc_pct,pack_temp_c,connector_temp_c,connector_wear_pct,pilot_duty_pct,line_freq_hz,line_noise_v,dI_dt_a_per_s,anomaly_label,anomaly_score_0_1
0.55,0.0092,0.0092,CC_CV_CHARGING,240.142,297.714,1.023,0.238,0.076,24.414,25.611,0.0,10.0,59.982,0.118,-0.113,NONE,0.1319
0.6,0.01,0.01,CC_CV_CHARGING,240.286,297.618,1.254,0.292,0.083,24.571,25.625,0.0,10.0,59.9655,0.263,4.638,NONE,0.13
0.65,0.0108,0.0108,CC_CV_CHARGING,240.218,297.81,1.116,0.26,0.09,24.842,25.762,0.001,10.0,59.9033,0.313,-2.764,NONE,0.108
0.7,0.0117,0.0117,CC_CV_CHARGING,239.945,298.346,1.629,0.379,0.097,25.049,25.713,0.001,10.0,59.9505,0.043,10.256,NONE,0.1012
0.75,0.0125,0.0125,CC_CV_CHARGING,239.974,297.844,1.379,0.321,0.104,24.726,25.456,0.001,10.0,59.9059,-0.113,-5.004,NONE,0.0911
0.8,0.0133,0.0133,CC_CV_CHARGING,239.693,297.709,1.52,0.353,0.111,24.29,25.318,0.001,10.0,60.0308,-0.269,2.824,NONE,0.1163
0.85,0.0142,0.0142,CC_CV_CHARGING,239.816,298.529,1.9,0.442,0.118,24.799,25.177,0.001,10.0,60.0867,-0.236,7.599,NONE,0.0529
0.9,0.015,0.015,CC_CV_CHARGING,240.13,298.477,1.943,0.452,0.125,24.923,25.239,0.001,10.0,60.0021,0.127,0.854,NONE,0.0181
0.95,0.0158,0.0158,CC_CV_CHARGING,240.466,298.316,1.849,0.431,0.132,24.905,25.242,0.001,10.0,59.9784,0.535,-1.883,NONE,0.0259
1.0,0.0167,0.0167,CC_CV_CHARGING,240.334,298.097,2.064,0.481,0.139,24.934,25.29,0.001,10.0,60.0088,0.294,4.305,NONE,0.0352
1.05,0.0175,0.0175,CC_CV_CHARGING,240.291,298.18,1.966,0.458,0.146,24.999,25.302,0.001,10.0,59.9657,0.255,-1.949,NONE,0.0205
1.1,0.0183,0.0183,CC_CV_CHARGING,240.162,298.53,2.1,0.489,0.153,25.164,25.326,0.002,10.0,60.0148,0.075,2.677,NONE,0.0049
1.15,0.0192,0.0192,CC_CV_CHARGING,240.08,297.783,2.297,0.535,0.16,24.881,25.432,0.002,10.0,60.0097,0.233,3.929,NONE,0.0543
1.2,0.02,0.02,CC_CV_CHARGING,240.048,298.413,2.505,0.583,0.167,25.147,25.35,0.002,10.0,59.9679,0.098,4.174,NONE,0.011
1.25,0.0208,0.0208,CC_CV_CHARGING,239.611,298.188,2.543,0.591,0.174,24.885,25.375,0.002,10.0,60.0529,-0.386,0.753,NONE,0.0314
1.3,0.0217,0.0217,CC_CV_CHARGING,239.508,298.47,2.677,0.622,0.181,24.907,25.384,0.002,10.0,59.9737,-0.535,2.678,NONE,0.0358
1.35,0.0225,0.0225,CC_CV_CHARGING,239.628,297.467,2.484,0.577,0.188,25.165,25.361,0.002,10.0,60.0317,-0.316,-3.865,NONE,0.0092
1.4,0.0233,0.0233,CC_CV_CHARGING,240.152,298.181,2.823,0.658,0.194,24.752,25.359,0.003,10.0,59.9781,0.122,6.787,NONE,0.0661
1.45,0.0242,0.0242,CC_CV_CHARGING,239.871,298.846,2.976,0.692,0.201,25.095,25.425,0.003,10.0,59.9951,-0.064,3.049,NONE,0.0161
1.5,0.025,0.025,CC_CV_CHARGING,240.014,297.976,2.388,0.556,0.208,24.546,25.395,0.003,10.0,60.0184,-0.087,-11.748,NONE,0.1202
1.55,0.0258,0.0258,CC_CV_CHARGING,239.988,298.575,2.766,0.644,0.215,25.153,25.401,0.003,10.0,59.9951,-0.02,7.559,NONE,0.0269
1.6,0.0267,0.0267,CC_CV_CHARGING,240.387,298.254,2.877,0.671,0.222,25.067,25.503,0.003,10.0,59.9785,0.288,2.216,NONE,0.0267
1.65,0.0275,0.0275,CC_CV_CHARGING,241.051,298.991,3.435,0.803,0.229,25.166,25.453,0.003,10.0,59.9861,1.045,11.157,NONE,0.0378
1.7,0.0283,0.0283,CC_CV_CHARGING,239.927,298.567,3.199,0.744,0.236,25.146,25.519,0.004,10.0,59.9954,0.034,-4.718,NONE,0.0253
1.75,0.0292,0.0292,CC_CV_CHARGING,240.231,298.134,3.426,0.798,0.243,25.306,25.631,0.004,10.0,60.0065,0.348,4.533,NONE,0.0161
1.8,0.03,0.03,CC_CV_CHARGING,240.03,297.505,3.615,0.842,0.25,24.971,25.661,0.004,10.0,59.9537,-0.01,3.797,NONE,0.0546
1.85,0.0308,0.0308,CC_CV_CHARGING,240.068,298.109,3.508,0.817,0.257,25.259,25.678,0.004,10.0,59.984,0.07,-2.149,NONE,0.0168
1.9,0.0317,0.0317,CC_CV_CHARGING,240.153,299.01,3.684,0.858,0.264,25.538,25.745,0.004,10.0,60.0374,0.287,3.523,NONE,0.0
1.95,0.0325,0.0325,CC_CV_CHARGING,239.985,297.632,3.775,0.879,0.271,25.323,25.931,0.005,10.0,60.0175,-0.001,1.811,NONE,0.035
2.0,0.0333,0.0333,CC_CV_CHARGING,240.31,298.14,4.124,0.961,0.278,25.379,25.981,0.005,10.311,60.0424,0.289,6.993,NONE,0.0507
2.05,0.0342,0.0342,CC_CV_CHARGING,240.285,298.582,3.836,0.894,0.285,25.046,25.945,0.005,10.0,59.993,0.224,-5.761,NONE,0.085
2.1,0.035,0.035,CC_CV_CHARGING,239.592,298.233,4.24,0.985,0.292,25.516,25.941,0.005,10.601,59.949,-0.43,8.084,NONE,0.0326
2.15,0.0358,0.0358,CC_CV_CHARGING,239.8,298.293,4.171,0.97,0.299,25.283,25.924,0.006,10.427,59.9709,-0.281,-1.394,NONE,0.0325
2.2,0.0367,0.0367,CC_CV_CHARGING,239.623,298.777,4.487,1.043,0.306,25.507,25.852,0.006,11.218,60.0011,-0.351,6.33,NONE,0.0129
2.25,0.0375,0.0375,CC_CV_CHARGING,240.013,298.458,4.384,1.02,0.312,25.082,25.887,0.006,10.959,60.0366,0.001,-2.07,NONE,0.0524
2.3,0.0383,0.0383,CC_CV_CHARGING,240.127,298.544,4.632,1.079,0.319,25.293,25.81,0.007,11.58,59.9791,0.04,4.966,NONE,0.0264
2.35,0.0392,0.0392,CC_CV_CHARGING,239.987,298.322,4.902,1.141,0.326,25.47,25.8,0.007,12.255,60.0104,0.059,5.402,NONE,0.0024
2.4,0.04,0.04,CC_CV_CHARGING,240.097,298.054,4.675,1.089,0.333,24.916,25.709,0.007,11.688,59.9632,0.082,-4.541,NONE,0.0573
2.45,0.0408,0.0408,CC_CV_CHARGING,240.349,298.756,4.513,1.052,0.34,25.386,25.743,0.007,11.283,60.028,0.384,-3.235,NONE,0.0017
2.5,0.0417,0.0417,CC_CV_CHARGING,239.663,298.359,4.835,1.124,0.347,25.685,25.881,0.008,12.088,60.0131,-0.281,6.442,NONE,0.0
2.55,0.0425,0.0425,CC_CV_CHARGING,240.045,297.899,4.989,1.162,0.354,25.795,25.967,0.008,12.473,59.9962,-0.05,3.074,NONE,0.0
2.6,0.0433,0.0433,CC_CV_CHARGING,239.85,298.925,5.017,1.167,0.361,25.336,26.018,0.008,12.543,59.945,-0.165,0.566,NONE,0.024
2.65,0.0442,0.0442,CC_CV_CHARGING,239.67,298.134,5.177,1.203,0.368,25.446,26.127,0.009,12.942,60.0126,-0.249,3.189,NONE,0.0325
2.7,0.045,0.045,CC_CV_CHARGING,239.819,298.788,5.292,1.231,0.375,25.877,26.093,0.009,13.231,59.9444,-0.313,2.311,NONE,0.0
2.75,0.0458,0.0458,CC_CV_CHARGING,240.637,298.083,5.187,1.21,0.382,25.458,26.0,0.009,12.966,60.0015,0.679,-2.116,NONE,0.0114
2.8,0.0467,0.0467,CC_CV_CHARGING,240.225,298.626,5.473,1.275,0.389,25.558,26.071,0.01,13.681,59.9511,0.241,5.721,NONE,0.0189
2.85,0.0475,0.0475,CC_CV_CHARGING,240.586,297.345,5.562,1.298,0.396,25.91,26.085,0.01,13.906,60.0038,0.657,1.794,NONE,0.0
2.9,0.0483,0.0483,CC_CV_CHARGING,239.852,298.398,5.567,1.295,0.403,25.454,26.121,0.01,13.916,60.0208,-0.171,0.086,NONE,0.0137
2.95,0.0492,0.0492,CC_CV_CHARGING,239.759,298.794,5.622,1.307,0.41,25.295,26.324,0.011,14.055,60.0694,-0.226,1.11,NONE,0.0606
3.0,0.05,0.05,CC_CV_CHARGING,240.147,298.791,5.83,1.358,0.417,25.719,26.246,0.011,14.575,60.0607,0.202,4.163,NONE,0.0101
3.05,0.0508,0.0508,CC_CV_CHARGING,239.582,298.527,5.7,1.324,0.424,25.628,26.26,0.011,14.249,60.0425,-0.365,-2.611,NONE,0.018
3.1,0.0517,0.0517,CC_CV_CHARGING,239.898,299.206,5.467,1.272,0.431,25.185,26.321,0.012,13.667,60.0197,-0.06,-4.66,NONE,0.0895
3.15,0.0525,0.0525,CC_CV_CHARGING,240.127,298.592,6.03,1.404,0.438,25.49,26.184,0.012,15.074,60.007,0.178,11.259,NONE,0.0561
3.2,0.0533,0.0533,CC_CV_CHARGING,239.724,298.303,6.221,1.446,0.444,25.484,26.288,0.013,15.551,59.9728,-0.263,3.819,NONE,0.0373
3.25,0.0542,0.0542,CC_CV_CHARGING,239.708,298.367,6.359,1.478,0.451,25.684,26.257,0.013,15.897,60.0467,-0.401,2.766,NONE,0.0037
3.3,0.055,0.055,CC_CV_CHARGING,240.132,298.104,6.183,1.44,0.458,25.569,26.319,0.013,15.456,60.0073,0.225,-3.526,NONE,0.03
3.35,0.0558,0.0558,CC_CV_CHARGING,240.563,297.92,6.487,1.514,0.465,25.588,26.383,0.014,16.218,60.048,0.647,6.095,NONE,0.0421
3.4,0.0567,0.0567,CC_CV_CHARGING,240.15,297.94,6.651,1.549,0.472,26.001,26.493,0.014,16.628,60.013,0.133,3.276,NONE,0.0
3.45,0.0575,0.0575,CC_CV_CHARGING,240.156,298.028,6.392,1.489,0.479,25.877,26.565,0.015,15.981,60.0467,0.216,-5.176,NONE,0.0268
3.5,0.0583,0.0583,CC_CV_CHARGING,239.748,298.586,6.602,1.535,0.486,26.416,26.673,0.015,16.505,59.9692,-0.212,4.192,NONE,0.0
3.55,0.0592,0.0592,CC_CV_CHARGING,239.997,298.508,6.704,1.56,0.493,25.664,26.654,0.015,16.759,59.932,0.032,2.033,NONE,0.0467
3.6,0.06,0.06,CC_CV_CHARGING,240.625,298.519,7.004,1.635,0.5,26.062,26.755,0.016,17.511,59.9825,0.6,6.015,NONE,0.0234
3.65,0.0608,0.0608,CC_CV_CHARGING,240.123,298.574,7.254,1.689,0.507,25.691,26.684,0.016,18.134,59.9393,0.054,4.988,NONE,0.0523
3.7,0.0617,0.0617,CC_CV_CHARGING,239.984,298.723,6.734,1.567,0.514,26.286,26.769,0.017,16.835,60.0294,-0.132,-10.391,NONE,0.0189
3.75,0.0625,0.0625,CC_CV_CHARGING,240.242,298.854,7.188,1.675,0.521,26.109,26.766,0.017,17.969,59.9899,0.489,9.074,NONE,0.0292
3.8,0.0633,0.0633,CC_CV_CHARGING,239.882,298.529,7.092,1.65,0.528,25.782,26.727,0.018,17.731,60.0114,0.014,-1.909,NONE,0.0361
3.85,0.0642,0.0642,CC_CV_CHARGING,239.846,298.87,7.459,1.735,0.535,26.023,26.671,0.018,18.648,60.0075,-0.119,7.334,NONE,0.0177
3.9,0.065,0.065,CC_CV_CHARGING,239.987,298.618,7.285,1.695,0.542,25.809,26.825,0.019,18.211,60.0487,0.015,-3.49,NONE,0.0487
3.95,0.0658,0.0658,CC_CV_CHARGING,240.329,298.386,7.411,1.727,0.549,25.83,26.882,0.019,18.528,59.9819,0.279,2.534,NONE,0.0477
4.0,0.0667,0.0667,CC_CV_CHARGING,240.004,298.008,7.306,1.701,0.556,26.01,26.922,0.019,18.266,60.0201,-0.05,-2.1,NONE,0.0303
4.05,0.0675,0.0675,CC_CV_CHARGING,239.626,298.936,7.531,1.75,0.562,25.658,26.888,0.02,18.828,59.9752,-0.301,4.497,NONE,0.0753
4.1,0.0683,0.0683,CC_CV_CHARGING,240.279,298.73,7.701,1.794,0.569,25.752,26.911,0.02,19.252,60.0204,0.407,3.391,NONE,0.0604
4.15,0.0692,0.0692,CC_CV_CHARGING,239.53,298.633,7.721,1.794,0.576,25.847,26.847,0.021,19.302,60.0242,-0.499,0.404,NONE,0.0292
4.2,0.07,0.07,CC_CV_CHARGING,240.084,297.778,7.902,1.84,0.583,25.697,26.748,0.021,19.754,60.0977,0.012,3.615,NONE,0.0459
4.25,0.0708,0.0708,CC_CV_CHARGING,239.756,298.689,7.743,1.801,0.59,26.254,26.721,0.022,19.359,60.024,-0.348,-3.163,NONE,0.0
4.3,0.0717,0.0717,CC_CV_CHARGING,239.857,298.286,7.867,1.83,0.597,26.096,26.736,0.022,19.666,59.9592,-0.237,2.463,NONE,0.0
4.35,0.0725,0.0725,CC_CV_CHARGING,239.914,298.517,7.903,1.839,0.604,25.6,26.689,0.023,19.759,60.0042,-0.126,0.738,NONE,0.039
4.4,0.0733,0.0733,CC_CV_CHARGING,239.946,298.816,8.253,1.921,0.611,25.698,26.742,0.023,20.633,60.0005,-0.061,6.998,NONE,0.0544
4.45,0.0742,0.0742,CC_CV_CHARGING,239.755,298.515,8.325,1.936,0.618,26.476,26.837,0.024,20.813,59.9824,-0.123,1.441,NONE,0.0
4.5,0.075,0.075,CC_CV_CHARGING,240.376,298.295,8.363,1.95,0.625,26.236,26.819,0.024,20.909,60.0109,0.269,0.762,NONE,0.0
4.55,0.0758,0.0758,CC_CV_CHARGING,240.181,298.145,8.204,1.911,0.632,26.404,26.937,0.025,20.51,59.969,0.298,-3.191,NONE,0.0
4.6,0.0767,0.0767,CC_CV_CHARGING,239.463,298.806,8.548,1.985,0.639,26.202,27.075,0.025,21.369,60.0431,-0.292,6.878,NONE,0.03
4.65,0.0775,0.0775,CC_CV_CHARGING,239.802,299.117,8.648,2.011,0.646,26.188,27.12,0.026,21.621,59.987,-0.139,2.011,NONE,0.0163
4.7,0.0783,0.0783,CC_CV_CHARGING,239.798,298.873,8.515,1.98,0.653,26.219,27.131,0.027,21.288,60.0133,-0.188,-2.66,NONE,0.0182
4.75,0.0792,0.0792,CC_CV_CHARGING,240.002,299.146,8.855,2.061,0.66,26.377,27.21,0.027,22.136,59.9952,-0.099,6.784,NONE,0.0211
4.8,0.08,0.08,CC_CV_CHARGING,239.688,298.539,8.954,2.081,0.667,25.937,27.165,0.028,22.385,59.994,-0.243,1.987,NONE,0.0482
4.85,0.0808,0.0808,CC_CV_CHARGING,240.263,298.442,8.891,2.072,0.674,25.849,27.173,0.028,22.228,59.9725,0.275,-1.254,NONE,0.0575
4.9,0.0817,0.0817,CC_CV_CHARGING,240.121,298.753,8.892,2.071,0.681,26.505,27.392,0.029,22.231,59.986,0.177,0.026,NONE,0.0002
4.95,0.0825,0.0825,CC_CV_CHARGING,240.341,298.577,8.833,2.059,0.688,26.714,27.459,0.029,22.083,60.0045,0.183,-1.183,NONE,0.0
5.0,0.0833,0.0833,CC_CV_CHARGING,239.82,299.419,9.125,2.122,0.694,26.403,27.394,0.03,22.812,60.001,-0.182,5.827,NONE,0.0331
5.05,0.0842,0.0842,CC_CV_CHARGING,239.902,298.685,9.231,2.148,0.701,26.28,27.3,0.03,23.077,59.9986,-0.019,2.121,NONE,0.0205
5.1,0.085,0.085,CC_CV_CHARGING,240.648,298.662,9.341,2.18,0.708,26.648,27.285,0.031,23.352,60.0417,0.782,2.201,NONE,0.0
5.15,0.0858,0.0858,CC_CV_CHARGING,240.284,299.045,9.343,2.177,0.715,26.443,27.366,0.032,23.358,60.0105,0.219,0.051,NONE,0.0
5.2,0.0867,0.0867,CC_CV_CHARGING,239.565,298.701,9.604,2.231,0.722,26.527,27.387,0.032,24.01,60.0232,-0.397,5.216,NONE,0.0091
5.25,0.0875,0.0875,CC_CV_CHARGING,240.024,298.737,9.275,2.159,0.729,26.479,27.4,0.033,23.188,60.0024,-0.002,-6.579,NONE,0.0259
5.3,0.0883,0.0883,CC_CV_CHARGING,240.044,298.834,9.545,2.222,0.736,26.135,27.432,0.033,23.863,60.003,-0.031,5.404,NONE,0.063
5.35,0.0892,0.0892,CC_CV_CHARGING,239.506,298.644,9.756,2.266,0.743,26.389,27.341,0.034,24.389,60.0086,-0.502,4.209,NONE,0.0144
5.4,0.09,0.09,CC_CV_CHARGING,240.262,298.716,9.599,2.236,0.75,26.843,27.364,0.035,23.997,60.0023,0.271,-3.141,NONE,0.0
5.45,0.0908,0.0908,CC_CV_CHARGING,240.279,298.836,9.555,2.226,0.757,26.669,27.42,0.035,23.887,59.9588,0.115,-0.879,NONE,0.0
5.5,0.0917,0.0917,CC_CV_CHARGING,239.544,298.821,9.56,2.221,0.764,26.37,27.432,0.036,23.899,60.0121,-0.498,0.101,NONE,0.0134
5.55,0.0925,0.0925,CC_CV_CHARGING,239.98,298.926,10.279,2.392,0.771,26.845,27.555,0.036,25.697,59.9886,0.093,14.383,NONE,0.0198
5.6,0.0933,0.0933,CC_CV_CHARGING,240.403,299.208,10.089,2.352,0.778,26.544,27.563,0.037,25.223,59.9981,0.372,-3.79,NONE,0.0167
5.65,0.0942,0.0942,CC_CV_CHARGING,239.458,298.775,9.965,2.314,0.785,26.683,27.516,0.038,24.914,60.0104,-0.541,-2.478,NONE,0.0
5.7,0.095,0.095,CC_CV_CHARGING,240.18,298.664,10.264,2.391,0.792,26.737,27.458,0.038,25.66,59.9807,0.031,5.972,NONE,0.0
5.75,0.0958,0.0958,CC_CV_CHARGING,240.177,298.358,10.324,2.405,0.799,26.532,27.351,0.039,25.809,60.0168,0.122,1.191,NONE,0.0
5.8,0.0967,0.0967,CC_CV_CHARGING,239.886,299.096,10.325,2.402,0.806,26.683,27.436,0.04,25.814,60.036,-0.205,0.039,NONE,0.0
5.85,0.0975,0.0975,CC_CV_CHARGING,240.093,298.786,10.422,2.427,0.812,26.528,27.362,0.04,26.055,60.043,0.156,1.928,NONE,0.0
5.9,0.0983,0.0983,CC_CV_CHARGING,240.312,298.959,10.6,2.47,0.819,26.904,27.485,0.041,26.501,59.9903,0.42,3.571,NONE,0.0
5.95,0.0992,0.0992,CC_CV_CHARGING,239.877,299.066,10.647,2.477,0.826,26.621,27.534,0.042,26.616,59.9762,-0.048,0.922,NONE,0.0
6.0,0.1,0.1,CC_CV_CHARGING,240.236,299.128,10.782,2.512,0.833,26.631,27.583,0.042,26.956,59.984,0.196,2.714,NONE,0.0
6.05,0.1008,0.1008,CC_CV_CHARGING,239.626,299.071,11.129,2.586,0.84,26.718,27.545,0.043,27.822,60.0224,-0.441,6.93,NONE,0.0
6.1,0.1017,0.1017,CC_CV_CHARGING,240.215,298.939,10.465,2.438,0.847,27.033,27.737,0.044,26.162,59.9705,0.301,-13.276,NONE,0.0124
6.15,0.1025,0.1025,CC_CV_CHARGING,239.869,299.121,11.217,2.609,0.854,26.618,27.714,0.044,28.042,59.9859,-0.126,15.037,NONE,0.0575
6.2,0.1033,0.1033,CC_CV_CHARGING,240.263,298.333,11.032,2.57,0.861,26.791,27.718,0.045,27.581,60.0084,0.388,-3.69,NONE,0.0
6.25,0.1042,0.1042,CC_CV_CHARGING,239.815,298.595,11.092,2.579,0.868,26.337,27.692,0.046,27.729,59.9818,-0.143,1.189,NONE,0.0347
6.3,0.105,0.105,CC_CV_CHARGING,240.346,299.216,11.217,2.614,0.875,26.589,27.774,0.046,28.042,59.9998,0.357,2.498,NONE,0.018
6.35,0.1058,0.1058,CC_CV_CHARGING,239.89,298.943,11.086,2.579,0.882,26.635,27.929,0.047,27.715,60.002,-0.247,-2.616,NONE,0.0332
6.4,0.1067,0.1067,CC_CV_CHARGING,240.092,299.073,11.036,2.569,0.889,26.92,27.916,0.048,27.589,60.0062,0.354,-1.008,NONE,0.0
6.45,0.1075,0.1075,CC_CV_CHARGING,239.873,298.734,11.221,2.61,0.896,27.047,28.004,0.049,28.053,60.0066,-0.203,3.718,NONE,0.0
6.5,0.1083,0.1083,CC_CV_CHARGING,239.59,298.5,11.659,2.709,0.903,27.185,28.05,0.049,29.148,59.9994,-0.405,8.76,NONE,0.0
6.55,0.1092,0.1092,CC_CV_CHARGING,239.781,299.082,11.462,2.665,0.91,26.796,28.07,0.05,28.655,59.9735,-0.162,-3.951,NONE,0.0317
6.6,0.11,0.11,CC_CV_CHARGING,240.282,299.204,11.298,2.633,0.917,26.492,28.078,0.051,28.246,59.9904,0.385,-3.268,NONE,0.0683
6.65,0.1108,0.1108,CC_CV_CHARGING,239.602,299.074,11.725,2.724,0.924,26.688,28.121,0.051,29.312,59.9689,-0.367,8.524,NONE,0.0658
6.7,0.1117,0.1117,CC_CV_CHARGING,239.719,298.431,11.93,2.773,0.931,27.137,28.268,0.052,29.824,60.002,-0.298,4.098,NONE,0.0094
6.75,0.1125,0.1125,CC_CV_CHARGING,239.357,299.206,11.471,2.662,0.938,27.046,28.287,0.053,28.677,59.9573,-0.608,-9.176,NONE,0.0486
6.8,0.1133,0.1133,CC_CV_CHARGING,239.776,298.28,12.155,2.826,0.944,26.982,28.303,0.054,30.388,59.963,-0.288,13.691,NONE,0.068
6.85,0.1142,0.1142,CC_CV_CHARGING,239.525,299.155,12.262,2.848,0.951,26.749,28.358,0.054,30.654,59.9801,-0.478,2.127,NONE,0.0551
6.9,0.115,0.115,CC_CV_CHARGING,239.404,298.985,11.894,2.761,0.958,27.241,28.245,0.055,29.734,59.9948,-0.443,-7.359,NONE,0.0077
6.95,0.1158,0.1158,CC_CV_CHARGING,240.081,299.437,11.973,2.787,0.965,26.961,28.197,0.056,29.933,59.9748,-0.042,1.592,NONE,0.0115
7.0,0.1167,0.1167,CC_CV_CHARGING,240.025,298.915,11.999,2.793,0.972,26.963,28.263,0.057,29.996,60.0508,-0.106,0.507,NONE,0.0146
7.05,0.1175,0.1175,CC_CV_CHARGING,239.494,298.948,12.303,2.857,0.979,26.937,28.201,0.057,30.757,59.9822,-0.491,6.082,NONE,0.029
7.1,0.1183,0.1183,CC_CV_CHARGING,239.733,299.284,11.822,2.748,0.986,26.676,28.254,0.058,29.556,59.9824,-0.229,-9.608,NONE,0.0866
7.15,0.1192,0.1192,CC_CV_CHARGING,240.048,299.401,12.248,2.851,0.993,27.194,28.292,0.059,30.621,59.9397,0.044,8.524,NONE,0.0195
7.2,0.12,0.12,CC_CV_CHARGING,239.982,298.979,12.106,2.817,1.0,27.01,28.343,0.06,30.264,59.9666,-0.15,-2.857,NONE,0.0267
7.25,0.1208,0.1208,CC_CV_CHARGING,239.723,299.734,12.349,2.871,1.007,27.338,28.342,0.06,30.873,60.0014,-0.303,4.872,NONE,0.0
7.3,0.1217,0.1217,CC_CV_CHARGING,239.626,299.417,12.286,2.855,1.014,26.909,28.247,0.061,30.714,59.985,-0.288,-1.271,NONE,0.0189
7.35,0.1225,0.1225,CC_CV_CHARGING,240.159,298.925,12.646,2.945,1.021,26.849,28.227,0.062,31.616,59.9914,0.127,7.214,NONE,0.043
7.4,0.1233,0.1233,CC_CV_CHARGING,240.408,299.197,12.759,2.974,1.028,27.275,28.165,0.063,31.898,60.0429,0.24,2.254,NONE,0.0
7.45,0.1242,0.1242,CC_CV_CHARGING,240.123,299.008,12.688,2.954,1.035,27.209,28.102,0.064,31.721,59.9421,0.187,-1.414,NONE,0.0
7.5,0.125,0.125,CC_CV_CHARGING,239.681,299.38,13.022,3.027,1.042,27.268,28.201,0.064,32.555,59.975,-0.383,6.671,NONE,0.0
7.55,0.1258,0.1258,CC_CV_CHARGING,239.458,299.593,12.717,2.953,1.049,27.096,28.298,0.065,31.793,59.9916,-0.467,-6.091,NONE,0.0166
7.6,0.1267,0.1267,CC_CV_CHARGING,240.052,299.29,12.959,3.016,1.056,27.147,28.344,0.066,32.397,59.9806,0.12,4.825,NONE,0.008
7.65,0.1275,0.1275,CC_CV_CHARGING,239.813,299.504,12.948,3.011,1.062,27.277,28.389,0.067,32.371,60.0284,-0.132,-0.204,NONE,0.0
7.7,0.1283,0.1283,CC_CV_CHARGING,239.946,299.743,13.184,3.068,1.069,27.694,28.513,0.068,32.96,60.012,-0.014,4.713,NONE,0.0
7.75,0.1292,0.1292,CC_CV_CHARGING,240.244,298.211,13.024,3.034,1.076,27.397,28.487,0.068,32.56,60.0028,0.271,-3.2,NONE,0.0
7.8,0.13,0.13,CC_CV_CHARGING,239.999,299.431,13.563,3.156,1.083,27.339,28.446,0.069,33.907,59.956,0.04,10.779,NONE,0.0138
7.85,0.1308,0.1308,CC_CV_CHARGING,239.78,299.28,13.137,3.055,1.09,27.16,28.453,0.07,32.844,60.0009,-0.164,-8.509,NONE,0.0322
7.9,0.1317,0.1317,CC_CV_CHARGING,239.699,299.165,13.342,3.101,1.097,27.301,28.293,0.071,33.354,60.027,-0.374,4.086,NONE,0.0
7.95,0.1325,0.1325,CC_CV_CHARGING,240.214,298.863,13.696,3.19,1.104,27.411,28.358,0.072,34.24,59.9971,0.182,7.081,NONE,0.0
8.0,0.1333,0.1333,CC_CV_CHARGING,239.895,298.967,13.553,3.153,1.111,27.433,28.456,0.073,33.882,60.0014,-0.189,-2.857,NONE,0.0
8.05,0.1342,0.1342,CC_CV_CHARGING,239.394,299.62,13.772,3.197,1.118,27.296,28.428,0.074,34.431,59.9736,-0.651,4.386,NONE,0.0
8.1,0.135,0.135,CC_CV_CHARGING,240.48,299.224,13.868,3.234,1.125,27.343,28.459,0.074,34.67,59.9701,0.401,1.919,NONE,0.0
